lr-Adam/geometry,lr-Adam/variance,lr-Adam/albedo,lr-Adam/ambient,lr-Adam/blur,step,train/loss_rgb_mse_cam,train/loss_rgb_mse_proj,train/loss_rgb_l1_cam,train/loss_rgb_l1_proj,train/loss_eikonal,train/loss_mask,train/loss_sparsity,train/inv_s,train_params/lambda_rgb_mse,train_params/lambda_rgb_l1,train_params/lambda_mask,train_params/lambda_eikonal,train_params/lambda_sparsity,train/num_rays,epoch,val/psnr,test/psnr
,,,,,3299,3.437915074755438e-05,1.4857540008961223e-05,0.0015814164653420448,0.0010590414749458432,0.014203091152012348,0.0027380632236599922,0.9756123423576355,680.4521484375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00040104697983819974,0.00040104697983819974,0.004010469798381999,0.004010469798381999,0.004010469798381999,3349,,,,,,,,,,,,,,,,,
,,,,,3349,2.489832513674628e-05,1.5105238162504975e-05,0.0014908825978636742,0.001087280223146081,0.013912399299442768,0.004926202353090048,0.9756162166595459,681.7203369140625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00039621607573425027,0.00039621607573425027,0.003962160757342505,0.003962160757342505,0.003962160757342505,3399,,,,,,,,,,,,,,,,,
,,,,,3399,2.740551826718729e-05,1.2673527635342907e-05,0.0014850065344944596,0.0009933593682944775,0.013436926528811455,0.003386538242921233,0.9753699898719788,698.91064453125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003914433634024242,0.0003914433634024242,0.003914433634024245,0.003914433634024245,0.003914433634024245,3449,,,,,,,,,,,,,,,,,
,,,,,3449,2.8264143111300655e-05,1.290228192374343e-05,0.0014152505900710821,0.0009984900243580341,0.013094903901219368,0.002655516844242811,0.9761422872543335,689.7269897460938,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00038672814188027844,0.00038672814188027844,0.0038672814188027873,0.0038672814188027873,0.0038672814188027873,3499,,,,,,,,,,,,,,,,,
,,,,,3499,2.7120273443870246e-05,1.4840103176538832e-05,0.0014401356456801295,0.0010121266823261976,0.013114504516124725,0.0036861388944089413,0.9752663373947144,710.3973999023438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003820697186489753,0.0003820697186489753,0.0038206971864897564,0.0038206971864897564,0.0038206971864897564,3549,,,,,,,,,,,,,,,,,
,,,,,3549,3.0217108360375278e-05,1.332790998276323e-05,0.0015481855953112245,0.0009433536324650049,0.013097899965941906,0.0015149881364777684,0.9757323265075684,715.4891967773438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00037746740953157254,0.00037746740953157254,0.0037746740953157293,0.0037746740953157293,0.0037746740953157293,3599,,,,,,,,,,,,,,,,,
,,,,,3599,3.0174502171576023e-05,1.570413041918073e-05,0.0014511948684230447,0.0010658823885023594,0.012722468934953213,0.0028286331798881292,0.9761424660682678,732.432861328125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00037292053859253944,0.00037292053859253944,0.003729205385925398,0.003729205385925398,0.003729205385925398,3649,,,,,,,,,,,,,,,,,
,,,,,3649,3.0272207368398085e-05,1.4571468454960268e-05,0.0016037948662415147,0.0010346596827730536,0.01269345823675394,0.0050266883336007595,0.9764069318771362,739.0071411132812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00036842843803848305,0.00036842843803848305,0.0036842843803848347,0.0036842843803848347,0.0036842843803848347,3699,,,,,,,,,,,,,,,,,
,,,,,3699,2.8196509447298013e-05,1.3506545656127855e-05,0.0015299697406589985,0.0009901906596496701,0.012581652030348778,0.002354784868657589,0.9760134816169739,732.7598266601562,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00036399044812007015,0.00036399044812007015,0.003639904481200706,0.003639904481200706,0.003639904481200706,3749,,,,,,,,,,,,,,,,,
,,,,,3749,2.7356170903658494e-05,1.3828036571794655e-05,0.0015185384545475245,0.0010359003208577633,0.012524507939815521,0.004777371883392334,0.9757702946662903,746.727783203125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003596059170351307,0.0003596059170351307,0.003596059170351309,0.003596059170351309,0.003596059170351309,3799,,,,,,,,,,,,,,,,,
,,,,,3799,2.6284858904546127e-05,1.3408434824668802e-05,0.0014798624906688929,0.0009738648077473044,0.01225515641272068,0.002983472077175975,0.9761987924575806,762.3995971679688,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00035527420083292797,0.00035527420083292797,0.0035527420083292832,0.0035527420083292832,0.0035527420083292832,3849,,,,,,,,,,,,,,,,,
,,,,,3849,2.402647260169033e-05,1.3392598702921532e-05,0.001348832855001092,0.0009894792456179857,0.012387404218316078,0.0031962143257260323,0.9754189252853394,765.445556640625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003509946633195832,0.0003509946633195832,0.0035099466331958364,0.0035099466331958364,0.0035099466331958364,3899,,,,,,,,,,,,,,,,,
,,,,,3899,2.658255834830925e-05,1.1045382052543573e-05,0.0014729565009474754,0.000969977118074894,0.01231333427131176,0.002402492566034198,0.9752110242843628,784.0435180664062,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003467666759646379,0.0003467666759646379,0.0034676667596463817,0.0034676667596463817,0.0034676667596463817,3949,,,,,,,,,,,,,,,,,
,,,,,3949,2.4622853743494488e-05,1.3667260645888746e-05,0.0014635284896939993,0.0010178802767768502,0.011912214569747448,0.0022871640976518393,0.9759998321533203,790.2376708984375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003425896178087422,0.0003425896178087422,0.0034258961780874258,0.0034258961780874258,0.0034258961780874258,3999,,,,,,,,,,,,,,,,,
,,,,,3999,2.6044253900181502e-05,1.1487825759104453e-05,0.0014750411501154304,0.0008795307367108762,0.01201996672898531,0.0038411549758166075,0.9759947657585144,787.7782592773438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
,,,,,3999,,,,,,,,,,,,,,,0,10.527981758117676,
0.0003384628753724558,0.0003384628753724558,0.0033846287537245634,0.0033846287537245634,0.0033846287537245634,4049,,,,,,,,,,,,,,,,,
,,,,,4049,2.5406250642845407e-05,1.0971923074976075e-05,0.0014165861066430807,0.0008739283657632768,0.01169649139046669,0.004273248370736837,0.9761165380477905,796.4609985351562,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00033438584256614715,0.00033438584256614715,0.003343858425661477,0.003343858425661477,0.003343858425661477,4099,,,,,,,,,,,,,,,,,
,,,,,4099,2.536402280384209e-05,1.1735894986486528e-05,0.0014047749573364854,0.0009383431752212346,0.011602361686527729,0.004256151150912046,0.9753522872924805,807.4244995117188,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00033035792060097705,0.00033035792060097705,0.0033035792060097753,0.0033035792060097753,0.0033035792060097753,4149,,,,,,,,,,,,,,,,,
,,,,,4149,2.310609670530539e-05,1.2524717021733522e-05,0.0013858539750799537,0.0009223063243553042,0.01134057343006134,0.0020678325090557337,0.9752985239028931,814.3670043945312,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00032637851790095557,0.00032637851790095557,0.0032637851790095597,0.0032637851790095597,0.0032637851790095597,4199,,,,,,,,,,,,,,,,,
,,,,,4199,2.1598929379251786e-05,1.1758505934267305e-05,0.001325993100181222,0.0008967603207565844,0.011428089812397957,0.003565964987501502,0.974850594997406,822.538818359375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00032244705001605863,0.00032244705001605863,0.003224470500160593,0.003224470500160593,0.003224470500160593,4249,,,,,,,,,,,,,,,,,
,,,,,4249,2.0713794583571143e-05,1.2753617738781031e-05,0.0012951765675097704,0.0009988103993237019,0.011530589312314987,0.002357552759349346,0.9758202433586121,816.18408203125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00031856293953639003,0.00031856293953639003,0.0031856293953639054,0.0031856293953639054,0.0031856293953639054,4299,,,,,,,,,,,,,,,,,
,,,,,4299,2.1118148652021773e-05,1.2128914022468962e-05,0.0012741431128233671,0.0009645599056966603,0.011198843829333782,0.0022573077585548162,0.975982666015625,838.0103759765625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0003147256160073772,0.0003147256160073772,0.0031472561600737778,0.0031472561600737778,0.0031472561600737778,4349,,,,,,,,,,,,,,,,,
,,,,,4349,2.4054075765889138e-05,1.0949471288768109e-05,0.0013595246709883213,0.0009256108896806836,0.011197109706699848,0.0020058793015778065,0.9751631021499634,830.9819946289062,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00031093451584599094,0.00031093451584599094,0.0031093451584599144,0.0031093451584599144,0.0031093451584599144,4399,,,,,,,,,,,,,,,,,
,,,,,4399,3.169405317748897e-05,1.232936392625561e-05,0.0014838003553450108,0.0009324730490334332,0.011217059567570686,0.0024378972593694925,0.9752439260482788,836.001953125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00030718908225797076,0.00030718908225797076,0.003071890822579714,0.003071890822579714,0.003071890822579714,4449,,,,,,,,,,,,,,,,,
,,,,,4449,2.2235883079702035e-05,1.0343646863475442e-05,0.0014037793735042214,0.000894831377081573,0.010959411971271038,0.005250409245491028,0.9750206470489502,855.0321655273438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.000303488765156051,0.000303488765156051,0.0030348876515605165,0.0030348876515605165,0.0030348876515605165,4499,,,,,,,,,,,,,,,,,
,,,,,4499,2.6604426238918677e-05,1.0681929779821075e-05,0.0014046091819182038,0.0008580367430113256,0.01086732093244791,0.001925820717588067,0.975565493106842,856.6633911132812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00029983302107916896,0.00029983302107916896,0.0029983302107916957,0.0029983302107916957,0.0029983302107916957,4549,,,,,,,,,,,,,,,,,
,,,,,4549,2.1687081243726425e-05,1.2676538972300477e-05,0.0012287507997825742,0.0009266621200367808,0.010694128461182117,0.002968916902318597,0.9754936695098877,856.96533203125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002962213131126475,0.0002962213131126475,0.002962213131126482,0.002962213131126482,0.002962213131126482,4599,,,,,,,,,,,,,,,,,
,,,,,4599,2.7273948944639415e-05,1.6828909792820923e-05,0.0014009242877364159,0.0010632924968376756,0.010789914056658745,0.002830316312611103,0.9758486747741699,865.3214721679688,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00029265311080934003,0.00029265311080934003,0.0029265311080934058,0.0029265311080934058,0.0029265311080934058,4649,,,,,,,,,,,,,,,,,
,,,,,4649,2.7869709811056964e-05,1.0714428753999528e-05,0.0014354983577504754,0.0008718143217265606,0.01093976479023695,0.0033768611028790474,0.9748732447624207,869.1897583007812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002891278901117232,0.0002891278901117232,0.0028912789011172352,0.0028912789011172352,0.0028912789011172352,4699,,,,,,,,,,,,,,,,,
,,,,,4699,2.2398460714612156e-05,9.735708772495855e-06,0.0013576258206740022,0.0008292353013530374,0.010504440404474735,0.0024323228280991316,0.9750655889511108,867.0797729492188,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002856451332749293,0.0002856451332749293,0.002856451332749297,0.002856451332749297,0.002856451332749297,4749,,,,,,,,,,,,,,,,,
,,,,,4749,2.134120040864218e-05,1.3945425962447189e-05,0.0013029458932578564,0.0009904621401801705,0.010852474719285965,0.003722324501723051,0.9746474623680115,883.85302734375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.000282204328790707,0.000282204328790707,0.0028220432879070734,0.0028220432879070734,0.0028220432879070734,4799,,,,,,,,,,,,,,,,,
,,,,,4799,2.3129214241635054e-05,1.3741765542363282e-05,0.0013118108035996556,0.0009401278803125024,0.01048651710152626,0.0026688389480113983,0.9748404622077942,909.302978515625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00027880497131229547,0.00027880497131229547,0.002788049713122959,0.002788049713122959,0.002788049713122959,4849,,,,,,,,,,,,,,,,,
,,,,,4849,2.2797566998633556e-05,1.3600249076262116e-05,0.001282094162888825,0.0009581241174601018,0.010495570488274097,0.0034360920544713736,0.9747617244720459,898.8116455078125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002754465615802049,0.0002754465615802049,0.0027544656158020532,0.0027544656158020532,0.0027544656158020532,4899,,,,,,,,,,,,,,,,,
,,,,,4899,2.3197098926175386e-05,1.0695154742279556e-05,0.0013333983952179551,0.0008959090919233859,0.010246530175209045,0.0021400812547653913,0.9750046730041504,900.6286010742188,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00027212860634889146,0.00027212860634889146,0.0027212860634889206,0.0027212860634889206,0.0027212860634889206,4949,,,,,,,,,,,,,,,,,
,,,,,4949,2.3344220608123578e-05,1.281616641790606e-05,0.0013289700727909803,0.0008996528340503573,0.010046461597084999,0.0040849545039236546,0.9747116565704346,908.3568725585938,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002688506183143143,0.0002688506183143143,0.0026885061831431493,0.0026885061831431493,0.0026885061831431493,4999,,,,,,,,,,,,,,,,,
,,,,,4999,2.442226468701847e-05,1.191832052427344e-05,0.0013127831043675542,0.0009295983472838998,0.010001259855926037,0.0020450749434530735,0.9746031165122986,902.388427734375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00026561211604236607,0.00026561211604236607,0.002656121160423667,0.002656121160423667,0.002656121160423667,5049,,,,,,,,,,,,,,,,,
,,,,,5049,2.8725264201057144e-05,9.526022040518e-06,0.0013878628378733993,0.000842269801069051,0.009999873116612434,0.005723882000893354,0.9751585125923157,915.7109375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00026241262389816534,0.00026241262389816534,0.0026241262389816587,0.0026241262389816587,0.0026241262389816587,5099,,,,,,,,,,,,,,,,,
,,,,,5099,2.234172097814735e-05,1.403556962031871e-05,0.001318064285442233,0.0008989243651740253,0.009968689642846584,0.0018614986911416054,0.974709153175354,920.3717041015625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00025925167197620016,0.00025925167197620016,0.0025925167197620087,0.0025925167197620087,0.0025925167197620087,5149,,,,,,,,,,,,,,,,,
,,,,,5149,1.7877027858048677e-05,1.0376332284067757e-05,0.0011698201997205615,0.0008681679028086364,0.010221414268016815,0.0031991535797715187,0.975100040435791,915.888671875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002561287960313147,0.0002561287960313147,0.0025612879603131547,0.0025612879603131547,0.0025612879603131547,5199,,,,,,,,,,,,,,,,,
,,,,,5199,2.1388366803876124e-05,1.3073686204734258e-05,0.0012511595850810409,0.0009316534269601107,0.009902716614305973,0.002308665541931987,0.9748580455780029,917.8954467773438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002530435374105254,0.0002530435374105254,0.002530435374105262,0.002530435374105262,0.002530435374105262,5249,,,,,,,,,,,,,,,,,
,,,,,5249,2.1248079065117054e-05,8.628034265711904e-06,0.0012472231173887849,0.0007996938074938953,0.009867774322628975,0.002162411343306303,0.9746063351631165,922.92236328125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002499954429856588,0.0002499954429856588,0.0024999544298565943,0.0024999544298565943,0.0024999544298565943,5299,,,,,,,,,,,,,,,,,
,,,,,5299,2.0479306840570644e-05,1.0417929843242746e-05,0.001231743604876101,0.0008407253189943731,0.009837807156145573,0.0024498223792761564,0.9749693274497986,936.9736938476562,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002469840650868017,0.0002469840650868017,0.0024698406508680236,0.0024698406508680236,0.0024698406508680236,5349,,,,,,,,,,,,,,,,,
,,,,,5349,2.0290224711061455e-05,1.2320724636083469e-05,0.0012009713100269437,0.000914297706913203,0.00962886493653059,0.0034046336077153683,0.9751420617103577,946.149169921875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002440089614365525,0.0002440089614365525,0.002440089614365532,0.002440089614365532,0.002440089614365532,5399,,,,,,,,,,,,,,,,,
,,,,,5399,2.466109799570404e-05,1.1076632290496491e-05,0.001273543224669993,0.0008241203031502664,0.009921525605022907,0.003417442087084055,0.974750280380249,946.7598266601562,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002410696950850644,0.0002410696950850644,0.002410696950850652,0.002410696950850652,0.002410696950850652,5449,,,,,,,,,,,,,,,,,
,,,,,5449,2.2588046704186127e-05,1.014307690638816e-05,0.0012113099219277501,0.0008616949780844152,0.009789910167455673,0.002361776540055871,0.9747387766838074,955.7955932617188,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00023816583434587077,0.00023816583434587077,0.0023816583434587172,0.0023816583434587172,0.0023816583434587172,5499,,,,,,,,,,,,,,,,,
,,,,,5499,2.1347408619476482e-05,1.01402247310034e-05,0.0012012680526822805,0.0008283393108285964,0.009982411749660969,0.003545486368238926,0.974999725818634,954.59765625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00023529695273248412,0.00023529695273248412,0.0023529695273248516,0.0023529695273248516,0.0023529695273248516,5549,,,,,,,,,,,,,,,,,
,,,,,5549,2.23304086830467e-05,8.690459253557492e-06,0.0012413562508299947,0.000767179939430207,0.009475616738200188,0.0026835252065211535,0.9751030206680298,960.077392578125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00023246262889575864,0.00023246262889575864,0.002324626288957595,0.002324626288957595,0.002324626288957595,5599,,,,,,,,,,,,,,,,,
,,,,,5599,2.061383747786749e-05,1.2302912182349246e-05,0.0012084958143532276,0.0008736174204386771,0.009754631668329239,0.0014815829927101731,0.9738866090774536,972.7108764648438,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00022966244656200688,0.00022966244656200688,0.002296624465620078,0.002296624465620078,0.002296624465620078,5649,,,,,,,,,,,,,,,,,
,,,,,5649,1.8718426872510463e-05,9.666800906416029e-06,0.0011854819022119045,0.0008390527800656855,0.009365265257656574,0.0022340724244713783,0.9752974510192871,971.3648681640625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00022689599447186243,0.00022689599447186243,0.0022689599447186333,0.0022689599447186333,0.0022689599447186333,5699,,,,,,,,,,,,,,,,,
,,,,,5699,2.31694557442097e-05,1.1839806575153489e-05,0.001266944920644164,0.0008888212614692748,0.009405868127942085,0.001969937002286315,0.9753403663635254,981.8074340820312,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00022416286631987873,0.00022416286631987873,0.002241628663198796,0.002241628663198796,0.002241628663198796,5749,,,,,,,,,,,,,,,,,
,,,,,5749,2.222731927759014e-05,9.172444151772652e-06,0.0012871545040979981,0.0008178652497008443,0.009667597711086273,0.003600125666707754,0.974763035774231,979.6829223632812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0002214626606948552,0.0002214626606948552,0.0022146266069485608,0.0022146266069485608,0.0022146266069485608,5799,,,,,,,,,,,,,,,,,
,,,,,5799,1.7495603970019147e-05,1.0603518603602424e-05,0.001134077669121325,0.0008555569220334291,0.009496520273387432,0.003682496026158333,0.9750310778617859,974.0303955078125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00021879498102088263,0.00021879498102088263,0.002187949810208835,0.002187949810208835,0.002187949810208835,5849,,,,,,,,,,,,,,,,,
,,,,,5849,2.6505709683988243e-05,1.322907701251097e-05,0.001414386322721839,0.0009190522832795978,0.009443231858313084,0.0059212385676801205,0.9744975566864014,977.88232421875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00021615943549909913,0.00021615943549909913,0.002161594354991001,0.002161594354991001,0.002161594354991001,5899,,,,,,,,,,,,,,,,,
,,,,,5899,2.4520797524019144e-05,9.935597518051509e-06,0.0012238946510478854,0.0007956022163853049,0.00955347903072834,0.0026527894660830498,0.9745898842811584,991.0619506835938,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00021355563705014602,0.00021355563705014602,0.00213555637050147,0.00213555637050147,0.00213555637050147,5949,,,,,,,,,,,,,,,,,
,,,,,5949,2.057586971204728e-05,9.676945410319604e-06,0.0011892776237800717,0.0008286176598630846,0.009381700307130814,0.0032758261077106,0.9746960401535034,1006.7183227539062,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00021098320325731867,0.00021098320325731867,0.0021098320325731966,0.0021098320325731966,0.0021098320325731966,5999,,,,,,,,,,,,,,,,,
,,,,,5999,1.6729323760955594e-05,1.0603276678011753e-05,0.001229622052051127,0.0008988245972432196,0.00907201785594225,0.0021318397484719753,0.9747514724731445,986.8903198242188,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
,,,,,5999,,,,,,,,,,,,,,,0,10.510680198669434,
0.0002084417563104014,0.0002084417563104014,0.002084417563104023,0.002084417563104023,0.002084417563104023,6049,,,,,,,,,,,,,,,,,
,,,,,6049,2.2803271349403076e-05,8.272347258753143e-06,0.0012874649837613106,0.0007598138763569295,0.00934404507279396,0.0032629533670842648,0.9750953912734985,986.8931884765625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00020593092295017847,0.00020593092295017847,0.002059309229501794,0.002059309229501794,0.002059309229501794,6099,,,,,,,,,,,,,,,,,
,,,,,6099,2.0868297724518925e-05,1.0815226232807618e-05,0.0012524707708507776,0.0008477257797494531,0.00936078280210495,0.003877845825627446,0.974200427532196,998.383056640625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00020345033441361465,0.00020345033441361465,0.0020345033441361566,0.0020345033441361566,0.0020345033441361566,6149,,,,,,,,,,,,,,,,,
,,,,,6149,2.3405671527143568e-05,9.167965799861122e-06,0.0013034652220085263,0.0008035464561544359,0.009107868187129498,0.00336855580098927,0.9743794202804565,1005.0476684570312,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00020099962637969512,0.00020099962637969512,0.00200999626379696,0.00200999626379696,0.00200999626379696,6199,,,,,,,,,,,,,,,,,
,,,,,6199,1.86047163879266e-05,9.57735664997017e-06,0.0011143152369186282,0.0008259137393906713,0.00919631589204073,0.002004285342991352,0.974789023399353,1003.1028442382812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00019857843891591783,0.00019857843891591783,0.001985784389159187,0.001985784389159187,0.001985784389159187,6249,,,,,,,,,,,,,,,,,
,,,,,6249,1.953377250174526e-05,1.0399788152426481e-05,0.0012324708513915539,0.0008300242479890585,0.009078331291675568,0.001612815191037953,0.9743296504020691,1011.8321533203125,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00019618641642543084,0.00019618641642543084,0.001961864164254318,0.001961864164254318,0.001961864164254318,6299,,,,,,,,,,,,,,,,,
,,,,,6299,2.121909346897155e-05,9.094230335904285e-06,0.001279490883462131,0.0007892514695413411,0.00917954370379448,0.0018390420591458678,0.974601686000824,1018.3374633789062,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0001938232075948066,0.0001938232075948066,0.0019382320759480768,0.0019382320759480768,0.0019382320759480768,6349,,,,,,,,,,,,,,,,,
,,,,,6349,2.0070172467967495e-05,1.0160366400668863e-05,0.0012211556313559413,0.0008340075728483498,0.009101435542106628,0.0015865322202444077,0.9746080040931702,1023.3167114257812,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00019148846534244458,0.00019148846534244458,0.0019148846534244566,0.0019148846534244566,0.0019148846534244566,6399,,,,,,,,,,,,,,,,,
,,,,,6399,1.9537155822035857e-05,1.0497818948351778e-05,0.001179124927148223,0.0008264798088930547,0.009001100435853004,0.004077457822859287,0.9742005467414856,1031.7391357421875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00018918184676759578,0.00018918184676759578,0.0018918184676759678,0.0018918184676759678,0.0018918184676759678,6449,,,,,,,,,,,,,,,,,
,,,,,6449,1.9967816115240566e-05,1.1799695130321197e-05,0.001205031294375658,0.0008291056728921831,0.008990519680082798,0.0020766749512404203,0.9742250442504883,1040.3671875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00018690301310000134,0.00018690301310000134,0.0018690301310000238,0.0018690301310000238,0.0018690301310000238,6499,,,,,,,,,,,,,,,,,
,,,,,6499,1.8221926438855007e-05,8.938315659179352e-06,0.0011462931288406253,0.0007573605398647487,0.008827555924654007,0.002011300763115287,0.9745989441871643,1033.1968994140625,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00018465162965013819,0.00018465162965013819,0.0018465162965013901,0.0018465162965013901,0.0018465162965013901,6549,,,,,,,,,,,,,,,,,
,,,,,6549,1.5784416973474436e-05,1.0199585631198715e-05,0.001108588301576674,0.0008184764883480966,0.00879736803472042,0.002212503692135215,0.974178671836853,1043.3778076171875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00018242736576006298,0.00018242736576006298,0.0018242736576006382,0.0018242736576006382,0.0018242736576006382,6599,,,,,,,,,,,,,,,,,
,,,,,6599,2.1382164050010033e-05,1.0684477274480741e-05,0.0012300789821892977,0.0008441680110991001,0.008888058364391327,0.0017804610542953014,0.9748440980911255,1032.2991943359375,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.0001802298947548492,0.0001802298947548492,0.0018022989475485003,0.0018022989475485003,0.0018022989475485003,6649,,,,,,,,,,,,,,,,,
,,,,,6649,1.912653897306882e-05,1.0171593203267548e-05,0.001192602445371449,0.0007872699061408639,0.00882254634052515,0.003387983189895749,0.9742004871368408,1047.705810546875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
0.00017805889389460857,0.00017805889389460857,0.0017805889389460945,0.0017805889389460945,0.0017805889389460945,6699,,,,,,,,,,,,,,,,,
,,,,,6699,1.8647542674443685e-05,9.594306902727112e-06,0.001166288391686976,0.0008178548887372017,0.008834495209157467,0.0049531785771250725,0.9735057353973389,1047.879638671875,10.0,1.0,0.10000000149011612,0.10000000149011612,0.009999999776482582,8192.0,0,,
